女,女17,極速超跑,79,3,55,131,5,3,76,25,66,7,51,8,104,63
男,男21,屏東台電,63,0,39,80,4,4,63,40,64,9,19,39,65,47
男,男21,臺中太陽神,75,3,49,83,10,2,73,33,57,6,24,13,66,61
男,男22,桃園臺灣產險,115,3,76,152,12,3,113,38,96,12,45,54,127,91
男,男22,conti,108,2,57,132,9,6,109,35,96,13,46,38,114,72
女,女18,極速超跑,74,1,45,133,6,4,74,32,85,16,73,23,97,55
女,女18,高雄台電,101,3,65,134,8,6,98,33,66,26,56,40,103,79
男,男23,conti,75,0,44,95,10,2,77,32,70,10,32,32,76,56
男,男23,屏東台電,85,3,52,108,8,3,83,33,67,17,43,32,86,63
男,男24,臺中太陽神,82,3,49,91,10,2,78,29,65,4,31,27,68,61
男,男24,桃園臺灣產險,75,0,47,97,9,4,76,42,71,6,24,30,80,60
女,女16,極速超跑,107,2,64,178,18,1,106,41,94,34,130,16,148,83
女,女16,臺北鯨華,99,3,68,206,11,2,98,59,101,31,145,23,157,81
女,女19,高雄台電,95,3,60,162,3,13,94,42,81,26,103,14,127,76
女,女19,新北中纖,88,1,50,145,7,3,89,28,88,28,109,13,107,60
男,男25,屏東台電,102,3,54,116,7,5,101,38,72,14,67,25,91,66
男,男25,桃園臺灣產險,89,1,50,128,14,1,90,42,89,14,64,14,106,65
男,男26,conti,75,3,43,78,7,6,73,33,54,15,38,17,68,56
男,男26,雲林Mizuno,63,0,35,79,5,0,65,32,61,7,46,6,66,40
女,女20,新北中纖,99,3,59,188,16,3,99,39,93,50,144,12,141,78
女,女20,高雄台電,101,2,62,205,13,6,101,48,89,54,149,12,159,81
男,男27,雲林Mizuno,65,0,39,95,8,4,66,26,64,13,51,10,72,51
男,男27,屏東台電,75,3,39,85,8,2,74,30,53,16,59,21,68,49
男,男28,桃園臺灣產險,109,3,66,132,14,2,106,41,88,24,80,30,107,82
男,男28,conti,99,2,56,128,5,4,99,44,90,30,84,21,113,65
男,男29,屏東台電,97,3,51,95,13,1,96,52,73,9,28,55,78,65
男,男29,連莊,86,1,57,121,10,3,87,55,86,7,24,51,95,70
女,女21,臺北鯨華,75,3,52,116,6,4,73,31,60,15,53,30,88,62
女,女21,高雄台電,64,0,43,129,8,0,66,35,73,20,51,43,109,51
女,女22,愛山林,72,1,42,135,4,2,73,34,85,14,52,20,101,48
女,女22,極速超跑,96,3,51,123,11,10,95,36,67,15,56,25,98,72
女,女23,極速超跑,54,0,34,121,1,1,55,24,66,18,61,15,91,36
女,女23,臺北鯨華,75,3,49,117,6,3,74,34,49,36,71,49,94,58
女,女24,高雄台電,75,3,45,125,8,8,73,36,57,27,57,24,98,61
女,女24,愛山林,58,0,31,103,6,1,60,24,65,28,53,22,86,38
男,男30,連莊,111,2,73,130,15,2,111,63,93,10,40,49,108,90
男,男30,屏東台電,106,3,57,123,19,2,106,50,92,12,31,63,107,78
女,女25,愛山林,44,0,24,98,5,1,46,38,70,25,55,45,82,30
女,女25,臺北鯨華,75,3,44,91,5,5,73,28,42,33,51,38,77,54
女,女26,新北中纖,43,0,36,123,0,0,44,42,72,44,76,42,101,36
女,女26,高雄台電,75,3,45,103,9,3,74,26,38,46,88,43,76,57
男,男31,雲林Mizuno,57,0,35,87,3,1,58,46,64,18,40,36,76,39
男,男31,屏東台電,75,3,34,75,12,2,74,37,49,14,32,34,61,48
女,女27,臺北鯨華,75,3,49,106,8,4,73,33,50,35,72,30,89,61
女,女27,新北中纖,51,0,32,97,4,0,53,34,65,35,73,16,84,36
女,女28,高雄台電,75,3,50,99,9,6,73,22,37,47,72,18,80,65
女,女28,愛山林,37,0,29,100,2,0,39,32,71,31,69,9,82,31
男,男32,屏東台電,75,3,37,67,16,5,73,32,44,13,32,24,54,58
男,男32,雲林Mizuno,47,0,31,84,4,0,48,39,66,19,39,17,74,35
男,男33,屏東台電,75,3,43,77,10,4,74,14,48,8,54,3,61,57
男,男33,conti,56,0,33,85,1,3,57,23,65,4,42,0,73,37
女,女29,極速超跑,74,0,45,134,6,8,75,33,77,21,107,25,104,59
女,女29,高雄台電,81,3,45,143,6,7,80,25,69,18,116,22,120,58
女,女30,新北中纖,59,0,39,149,4,0,60,27,69,26,122,14,109,43
女,女30,臺北鯨華,75,3,46,144,9,2,74,19,52,29,114,25,111,57
男,男34,臺中太陽神,94,2,66,141,8,0,94,53,102,11,71,25,118,74
男,男34,屏東台電,110,3,58,114,19,5,109,47,80,15,72,34,95,82
女,女31,臺北鯨華,98,3,64,164,6,6,97,30,74,24,143,25,134,76
女,女31,極速超跑,79,1,59,179,10,1,80,32,95,13,156,36,150,70
女,女32,高雄台電,75,3,38,110,15,7,74,24,51,21,83,14,88,60
女,女32,新北中纖,55,0,33,117,2,1,56,25,70,22,78,13,92,36
男,男35,雲林Mizuno,75,3,41,87,6,2,73,32,52,16,63,10,72,49
男,男35,桃園臺灣產險,66,0,36,88,7,2,68,40,64,4,46,16,76,45
女,女33,極速超跑,75,3,47,122,5,4,74,38,58,51,92,26,103,56
女,女33,新北中纖,63,0,40,135,6,0,64,33,69,47,95,21,106,46
女,女34,愛山林,47,0,33,123,2,1,48,31,71,34,100,12,94,36
女,女34,臺北鯨華,75,3,47,118,8,6,74,29,48,43,81,23,97,61
男,男36,桃園臺灣產險,89,3,56,112,7,1,88,60,80,26,53,34,98,64
男,男36,雲林Mizuno,86,1,47,115,7,1,87,53,81,19,61,19,91,55
女,女35,新北中纖,75,3,41,99,13,7,71,23,48,32,62,17,72,61
女,女35,愛山林,51,0,31,92,1,2,53,32,66,23,66,3,75,34
女,女36,臺北鯨華,96,3,65,163,8,3,95,41,73,69,118,18,133,76
女,女36,極速超跑,76,1,51,162,5,0,77,50,86,61,107,32,138,56
男,男37,連莊,111,3,61,129,17,10,110,44,85,28,72,27,104,88
男,男37,conti,94,2,43,114,10,0,82,29,88,11,52,5,91,53
女,女37,新北中纖,75,3,52,114,13,3,73,23,39,35,94,13,85,68
女,女37,愛山林,38,0,20,116,3,2,40,36,66,26,92,5,85,25
女,女38,高雄台電,63,0,38,117,7,2,65,36,67,21,71,5,102,47
女,女38,臺北鯨華,76,3,59,135,3,0,74,32,63,42,85,31,111,62
男,男38,屏東台電,78,3,46,89,7,4,77,27,55,20,49,16,64,57
男,男38,雲林Mizuno,63,0,38,102,4,1,64,27,69,10,56,8,80,43
女,女39,臺北鯨華,86,1,59,180,7,3,87,25,86,27,136,11,139,69
女,女39,新北中纖,93,3,60,176,9,6,92,27,82,42,135,8,138,75
女,女40,愛山林,55,0,38,119,2,4,56,23,71,11,81,3,95,44
女,女40,高雄台電,76,3,50,104,7,4,75,20,52,16,78,13,92,61
女,女41,極速超跑,75,3,40,105,11,2,73,33,63,15,56,21,88,53
女,女41,愛山林,64,0,39,117,7,2,66,24,66,17,74,15,91,48
男,男39,連莊,94,3,56,98,9,6,93,42,76,5,44,18,88,71
男,男39,雲林Mizuno,88,1,43,99,12,3,88,39,79,4,46,4,78,58
男,男40,臺中太陽神,82,1,46,95,4,4,83,34,74,7,51,23,74,54
男,男40,桃園臺灣產險,90,3,41,88,9,6,89,30,65,6,56,25,70,56
女,女42,高雄台電,107,3,72,183,17,5,107,57,92,37,111,12,150,94
女,女42,極速超跑,94,2,51,159,6,4,94,45,99,28,117,16,127,61
男,男41,連莊,75,3,43,64,4,10,74,28,45,7,36,21,53,57
男,男41,桃園臺灣產險,50,0,29,59,3,1,51,26,59,9,43,25,55,33
男,男42,雲林Mizuno,82,1,41,101,9,5,83,58,83,8,66,18,85,55
男,男42,臺中太陽神,100,3,54,98,17,4,99,43,76,13,50,27,81,75
女,女15,愛山林,84,1,58,157,6,2,83,49,99,24,86,9,129,66
女,女15,極速超跑,104,3,63,135,6,7,102,29,80,19,74,14,107,76
女,女43,高雄台電,96,3,56,147,14,6,94,30,72,38,83,18,122,76
女,女43,新北中纖,78,1,47,139,7,4,79,33,86,31,80,21,107,58
男,男43,連莊,94,3,62,111,7,3,92,49,75,16,37,29,84,72
男,男43,臺中太陽神,85,1,49,100,7,5,86,56,81,9,44,18,89,61
男,男44,屏東台電,101,3,30,49,5,2,46,21,40,8,33,15,38,37
男,男44,conti,91,1,24,65,1,2,46,31,45,7,47,5,52,27
女,女44,新北中纖,61,0,39,107,4,4,63,38,68,24,57,11,92,47
女,女44,極速超跑,75,3,43,107,8,6,73,29,59,24,52,16,82,57
男,男45,連莊,81,3,59,108,5,4,79,49,63,21,55,34,88,68
男,男45,conti,68,0,39,95,4,0,70,36,70,15,34,12,76,43
男,男46,臺中太陽神,63,0,39,79,9,1,65,38,66,7,44,16,73,49
男,男46,屏東台電,76,3,45,87,5,3,74,28,57,13,25,31,71,53
女,女45,臺北鯨華,75,3,56,122,2,2,72,17,44,39,90,23,99,60
女,女45,愛山林,46,0,34,118,3,0,48,23,69,19,100,24,92,37
男,男47,桃園臺灣產險,84,1,55,106,9,4,85,29,84,11,48,26,90,68
男,男47,連莊,96,3,64,98,9,4,95,28,72,10,59,26,86,77
男,男48,臺中太陽神,102,3,57,90,13,4,101,29,71,11,62,30,71,74
男,男48,conti,88,1,59,115,2,6,89,33,90,11,56,26,97,67
女,女46,愛山林,55,0,36,124,4,2,57,34,66,26,86,20,97,42
女,女46,臺北鯨華,75,3,58,120,2,3,73,21,55,27,101,26,103,63
男,男49,桃園臺灣產險,114,3,76,129,10,0,114,58,100,15,76,62,107,86
男,男49,臺中太陽神,115,2,71,137,6,5,115,41,102,15,71,43,111,82
男,男50,conti,56,0,32,82,5,1,57,22,64,8,45,19,64,38
男,男50,連莊,75,3,46,83,8,6,73,27,48,8,48,38,68,60
女,女47,臺北鯨華,91,3,66,163,6,2,90,14,85,24,116,21,131,74
女,女47,高雄台電,88,1,61,171,10,1,88,23,89,25,126,18,141,72
男,男51,桃園臺灣產險,102,3,65,145,10,5,100,23,101,8,67,25,121,80
男,男51,屏東台電,106,2,58,121,14,1,107,30,89,12,74,28,102,73
男,男52,連莊,95,3,54,105,12,4,94,21,76,5,58,19,91,70
男,男52,臺中太陽神,88,1,50,105,12,2,89,12,79,10,58,15,91,64
男,男53,conti,82,1,43,93,10,1,81,20,81,5,47,11,86,54
男,男53,雲林Mizuno,96,3,51,96,12,9,95,17,74,3,46,15,85,72
男,男54,屏東台電,92,1,46,119,13,3,93,20,81,14,79,16,91,62
男,男54,連莊,96,3,61,122,13,4,96,24,84,8,65,22,107,78
男,男55,桃園臺灣產險,108,3,57,100,15,4,106,19,74,10,46,27,85,76
男,男55,雲林Mizuno,89,1,47,103,7,3,90,31,88,17,63,20,83,57
男,男56,臺中太陽神,75,3,39,80,9,3,73,18,48,14,49,20,64,51
男,男56,conti,58,0,37,79,5,2,60,20,66,10,31,13,65,44
女,女48,極速超跑,102,3,69,205,4,5,101,34,90,60,169,31,161,78
女,女48,新北中纖,96,2,64,190,11,2,97,43,93,43,157,24,158,77
女,女49,高雄台電,75,3,43,113,8,10,73,11,47,20,96,30,84,61
女,女49,愛山林,46,0,25,113,6,6,48,12,69,12,91,14,82,37
男,男57,屏東台電,89,1,50,117,6,3,90,33,85,9,66,42,101,59
男,男57,連莊,101,3,70,114,11,3,100,32,80,10,68,46,99,84
女,女50,愛山林,61,0,42,137,5,3,63,17,72,18,97,30,114,50
女,女50,高雄台電,77,3,44,123,2,7,75,19,59,21,92,34,100,53
男,男58,桃園臺灣產險,105,3,58,117,15,6,104,32,88,13,75,53,102,79
男,男58,屏東台電,102,1,68,143,6,6,103,37,91,26,86,51,115,80
男,男59,連莊,78,3,45,89,10,4,77,18,60,8,42,37,72,59
男,男59,臺中太陽神,69,0,41,84,9,1,70,16,68,5,38,24,72,51
男,男60,conti,97,2,57,119,7,3,96,30,85,7,58,42,105,67
男,男60,雲林Mizuno,103,3,59,115,12,3,102,22,82,10,71,31,94,74
女,女季1,高雄台電,111,3,68,206,11,4,111,25,104,36,153,20,152,83
女,女季1,新北中纖,114,2,69,192,5,8,110,30,100,27,143,13,145,82
男,男季1,連莊,75,3,39,75,7,5,74,19,47,15,43,18,65,51
男,男季1,桃園臺灣產險,57,0,28,75,5,1,58,13,60,3,35,6,65,34
女,女季2,極速超跑,75,3,43,102,7,7,73,24,47,28,81,17,80,57
女,女季2,愛山林,50,0,25,101,4,5,51,11,63,6,79,4,79,34
男,男季2,屏東台電,106,3,51,123,10,6,105,28,81,18,79,26,99,67
男,男季2,雲林Mizuno,101,2,63,128,9,2,102,25,92,15,70,14,112,74
男,男季3,臺中太陽神,104,3,64,136,7,8,103,25,91,7,75,13,115,79
男,男季3,conti,106,2,65,127,10,1,107,26,89,21,77,9,103,76
女,女挑1,臺北鯨華,75,3,53,114,7,4,73,32,58,36,75,13,83,64
女,女挑1,高雄台電,58,0,40,117,3,2,60,34,67,21,76,8,87,45
男,男挑1,連莊,58,0,39,97,2,3,60,43,67,21,55,23,78,44
男,男挑1,屏東台電,75,3,44,88,9,3,73,33,51,17,45,36,66,56
女,女挑2,高雄台電,75,3,51,122,6,6,73,45,62,32,77,25,98,63
女,女挑2,極速超跑,62,0,38,110,5,2,64,29,66,23,81,25,95,45
男,男挑2,屏東台電,95,3,56,107,10,5,94,40,74,19,63,51,91,71
男,男挑2,臺中太陽神,87,1,50,98,12,4,88,38,81,11,52,40,85,66
女,女挑3,極速超跑,62,0,41,116,4,4,64,29,70,29,77,14,96,49
女,女挑3,臺北鯨華,77,3,48,117,10,3,75,32,58,29,81,41,93,61
男,男挑3,臺中太陽神,48,0,30,63,2,0,49,17,61,8,34,13,50,32
男,男挑3,連莊,75,3,41,61,5,10,74,28,40,16,36,33,51,56
女,女冠1,臺北鯨華,95,3,68,179,9,2,94,44,86,39,130,38,146,79
女,女冠1,高雄台電,89,1,51,164,10,4,89,47,87,52,119,22,137,65
男,男冠1,屏東台電,108,2,60,124,20,3,108,46,101,19,64,37,104,83
男,男冠1,連莊,116,3,70,146,13,9,115,67,93,27,84,40,129,92
女,女冠2,高雄台電,100,1,67,194,11,2,101,55,99,45,135,28,152,80
女,女冠2,臺北鯨華,106,3,69,189,10,3,105,58,91,52,142,32,152,82
男,男冠2,連莊,76,1,52,115,4,6,76,49,87,12,56,28,92,62
男,男冠2,屏東台電,97,3,51,88,13,3,95,32,62,17,40,31,70,67
女,女冠3,臺北鯨華,0,0,0,0,0,0,0,0,0,0,0,0,0,
女,女冠3,高雄台電,0,0,0,0,0,0,0,0,0,0,0,0,0,
男,男冠3,屏東台電,103,2,51,112,6,4,104,41,78,26,69,26,92,61
男,男冠3,連莊,102,3,68,134,14,3,100,57,94,26,66,39,119,85
